,TCGA-OL-A5D6-01A-21R-A27Q-07,TCGA-AN-A0FT-01A-11R-A034-07,TCGA-B6-A0RH-01A-21R-A115-07
ENSG00000138640.15,620,554,583
ENSG00000138641.18,117,12,11
ENSG00000138642.15,342,237,11681
ENSG00000138646.9,239,156,2695
ENSG00000138650.9,29,5,5
ENSG00000138653.10,18,0,0
ENSG00000138658.16,111,194,154
ENSG00000138660.12,734,2537,548
ENSG00000138663.9,1401,906,1357
ENSG00000138668.19,8488,14914,10547
ENSG00000138669.9,39,119,58
ENSG00000138670.18,475,953,656
ENSG00000138674.17,15204,13612,16209
ENSG00000138675.16,3,1,15
ENSG00000138678.11,50,51,63
ENSG00000138684.9,0,0,0
ENSG00000138685.17,121,116,107
ENSG00000138686.10,352,391,326
ENSG00000138688.15,2024,1849,1275
ENSG00000138696.11,86,198,151
ENSG00000138698.15,1509,1960,2174
ENSG00000138709.19,1457,1013,707
ENSG00000138722.10,124,94,54
ENSG00000138735.16,525,514,508
ENSG00000138738.11,117,63,125
ENSG00000138741.11,26,13,18
ENSG00000138744.16,3279,1437,1366
ENSG00000138750.15,1104,1272,1020
ENSG00000138755.6,1062,1657,999
ENSG00000138756.18,481,339,210
ENSG00000138757.15,8020,5626,4361
ENSG00000138758.12,4860,3800,7366
ENSG00000138759.19,237,329,147
ENSG00000138760.10,16814,14572,21634
ENSG00000138764.15,1602,4253,3157
ENSG00000138767.13,1686,2030,1460
ENSG00000138768.15,3633,4585,3037
ENSG00000138769.11,13,2,14
ENSG00000138771.16,6017,2704,3345
ENSG00000138772.13,2353,1556,748
ENSG00000138777.20,3442,3075,2984
ENSG00000138778.13,236,459,664
ENSG00000138780.15,425,477,401
ENSG00000138785.15,462,601,822
ENSG00000138792.10,743,961,907
ENSG00000138794.10,1432,965,1547
ENSG00000138795.10,637,777,1355
ENSG00000138796.17,4168,1478,3590
ENSG00000138798.13,688,5,210
ENSG00000138801.9,3733,3830,3728
ENSG00000138802.11,1808,1288,1560
ENSG00000138813.10,0,0,0
ENSG00000138814.17,1062,2997,5374
ENSG00000138821.13,561,6121,623
ENSG00000138823.13,42,0,26
ENSG00000138829.12,2408,171,1141
ENSG00000138834.14,1798,1672,994
ENSG00000138835.22,4627,3592,4161
ENSG00000138867.17,14425,9873,10999
ENSG00000138892.11,0,0,0
ENSG00000138942.16,1666,1781,2773
ENSG00000138944.8,120,87,65
ENSG00000138964.17,478,512,319
ENSG00000139044.12,657,1398,177
ENSG00000139053.3,1,1,0
ENSG00000139055.7,1661,742,445
ENSG00000139083.11,2439,3552,8906
ENSG00000139112.11,1945,919,2325
ENSG00000139116.19,1093,435,767
ENSG00000139117.14,711,404,190
ENSG00000139131.13,801,1153,1446
ENSG00000139132.14,648,635,605
ENSG00000139133.7,152,96,137
ENSG00000139144.11,161,11,307
ENSG00000139146.14,1439,1384,3677
ENSG00000139151.16,2,0,0
ENSG00000139154.16,751,2727,873
ENSG00000139155.9,35,44,27
ENSG00000139160.13,203,318,383
ENSG00000139163.16,1201,4762,1906
ENSG00000139168.9,1424,3838,4890
ENSG00000139173.10,223,131,306
ENSG00000139174.12,627,589,780
ENSG00000139178.11,2438,2492,4358
ENSG00000139180.11,509,2183,610
ENSG00000139182.15,3062,6490,14750
ENSG00000139187.10,80,59,27
ENSG00000139190.17,425,472,449
ENSG00000139192.12,1077,1240,3695
ENSG00000139193.4,83,41,67
ENSG00000139194.8,114,198,3690
ENSG00000139197.11,2280,2144,3085
ENSG00000139200.14,33,39,16
ENSG00000139209.16,1216,30,120
ENSG00000139211.7,769,902,1457
ENSG00000139218.18,4184,3593,4672
ENSG00000139219.19,66,2263,34
ENSG00000139220.17,78,17,10
ENSG00000139223.4,0,1,0
ENSG00000139233.7,745,797,1946
ENSG00000139239.7,195,262,345
ENSG00000139263.12,1987,525,869
ENSG00000139266.6,1804,1602,1249
ENSG00000139269.3,2,0,3
ENSG00000139278.10,589,660,1375
ENSG00000139287.13,2,0,0
ENSG00000139289.13,2038,2532,1339
ENSG00000139291.14,1036,1347,1651
ENSG00000139292.13,45,13,124
ENSG00000139304.16,2,1,31
ENSG00000139318.8,4777,5346,2553
ENSG00000139323.14,569,1562,781
ENSG00000139324.12,1194,2094,2720
ENSG00000139329.5,43270,48047,70530
ENSG00000139330.6,133,21,39
ENSG00000139343.10,1664,6192,7765
ENSG00000139344.8,63,18,22
ENSG00000139350.12,687,1164,1398
ENSG00000139351.15,7,13,4
ENSG00000139352.4,0,11,3
ENSG00000139354.11,175,223,105
ENSG00000139364.10,110,11,5
ENSG00000139370.12,947,1482,1532
ENSG00000139372.15,1206,1790,902
ENSG00000139405.16,1386,1560,913
ENSG00000139410.15,1303,2133,1048
ENSG00000139428.12,3477,1970,2332
ENSG00000139433.11,4277,4001,3686
ENSG00000139436.21,532,318,427
ENSG00000139437.18,701,686,647
ENSG00000139438.6,3549,209,404
ENSG00000139445.18,6,4,53
ENSG00000139496.16,1666,4247,2091
ENSG00000139505.11,1547,1171,1396
ENSG00000139508.15,1706,488,850
ENSG00000139514.13,3475,2720,2183
ENSG00000139515.6,1,0,2
ENSG00000139517.9,1727,1218,1076
ENSG00000139531.13,1777,3658,2900
ENSG00000139537.11,72,79,68
ENSG00000139540.12,3,8,8
ENSG00000139546.11,2105,2273,2059
ENSG00000139547.7,826,461,372
ENSG00000139549.4,47,70,12
ENSG00000139567.13,1374,2326,1042
ENSG00000139572.4,8,46,132
ENSG00000139574.8,0,0,0
ENSG00000139579.13,2283,3039,3642
ENSG00000139597.18,266,646,398
ENSG00000139610.2,2,1,9
ENSG00000139613.12,3220,2725,3049
ENSG00000139618.16,200,523,734
ENSG00000139620.13,1269,1312,1197
ENSG00000139624.14,2492,3381,3423
ENSG00000139625.13,466,1295,943
ENSG00000139626.16,45,88,60
ENSG00000139629.16,2525,19454,23201
ENSG00000139631.19,495,1699,1888
ENSG00000139636.15,1148,1580,784
ENSG00000139637.14,4,8,11
ENSG00000139641.13,5798,4936,7989
ENSG00000139644.13,71374,67079,62108
ENSG00000139645.10,2569,2016,2227
ENSG00000139648.7,1,2,2
ENSG00000139651.11,1060,1397,3480
ENSG00000139656.7,2,0,4
ENSG00000139668.9,1782,993,963
ENSG00000139675.12,159,542,260
ENSG00000139679.15,832,2277,1457
ENSG00000139684.15,2836,5235,9106
ENSG00000139687.16,2213,4778,2863
ENSG00000139697.14,1216,2461,2953
ENSG00000139714.12,62,172,97
ENSG00000139718.11,1703,2031,4604
ENSG00000139719.11,281,1634,1345
ENSG00000139722.7,1338,1735,1615
ENSG00000139725.8,28,3,18
ENSG00000139726.11,1795,3031,5670
ENSG00000139734.19,187,213,311
ENSG00000139737.22,295,15,24
ENSG00000139746.16,1905,5166,2594
ENSG00000139767.10,1,3,1
ENSG00000139780.7,2,2,5
ENSG00000139793.18,2713,4116,2848
ENSG00000139797.8,0,3,2
ENSG00000139800.8,4,1,1
ENSG00000139826.6,840,1331,1045
ENSG00000139832.5,1550,1709,2402
ENSG00000139835.14,665,1985,638
ENSG00000139842.15,4666,7951,6042
ENSG00000139865.16,116,711,533
ENSG00000139874.6,276,5,17
ENSG00000139880.19,540,558,1101
ENSG00000139890.10,19,164,71
ENSG00000139899.11,66,79,528
ENSG00000139908.15,27,28,24
ENSG00000139910.20,102,1147,97
ENSG00000139914.6,20,23,19
ENSG00000139915.21,93,0,1
ENSG00000139921.13,1571,1998,2129
ENSG00000139926.16,2221,2003,3318
ENSG00000139946.10,422,188,277
ENSG00000139970.17,182,135,464
ENSG00000139971.15,373,175,383
ENSG00000139973.16,7,0,11
ENSG00000139974.16,241,561,722
ENSG00000139977.14,1294,882,1515
ENSG00000139985.7,13,2,19
ENSG00000139988.10,2,77,29
ENSG00000139990.18,3202,2487,5018
ENSG00000139998.16,3427,1480,2961
ENSG00000140006.11,352,953,1252
ENSG00000140009.18,36,9,25
ENSG00000140015.20,1,0,0
ENSG00000140022.13,90,278,1670
ENSG00000140025.16,359,596,949
ENSG00000140030.6,84,242,242
ENSG00000140043.11,71,76,47
ENSG00000140044.13,2376,1166,1907
ENSG00000140057.9,100,40,127
ENSG00000140067.6,1,2,0
ENSG00000140090.18,27,11,12
ENSG00000140092.14,2592,2668,4655
ENSG00000140093.10,2,0,1
ENSG00000140104.14,941,4355,1665
ENSG00000140105.18,3577,2871,9614
ENSG00000140107.12,3,0,4
ENSG00000140153.18,1120,2451,1334
ENSG00000140157.15,1755,541,1597
ENSG00000140199.13,943,367,625
ENSG00000140254.12,1009,23,83
ENSG00000140259.7,1510,1193,2735
ENSG00000140262.18,2802,2449,4841
ENSG00000140263.15,10146,3649,1182
ENSG00000140264.21,19977,42225,29865
ENSG00000140265.12,869,1012,1367
ENSG00000140274.14,18,0,1
ENSG00000140279.13,246,13,23
ENSG00000140280.14,151,692,599
ENSG00000140284.11,51,86,813
ENSG00000140285.12,239,735,642
ENSG00000140287.11,51,41,84
ENSG00000140297.13,26,1,8
ENSG00000140299.13,1741,1989,3391
ENSG00000140307.11,1605,1646,3415
ENSG00000140319.11,9052,18859,21288
ENSG00000140320.12,2595,2624,1235
ENSG00000140323.6,97,170,85
ENSG00000140326.13,447,715,731
ENSG00000140332.17,6495,8405,8114
ENSG00000140350.15,4873,6121,14733
ENSG00000140365.16,2360,3961,4019
ENSG00000140367.12,2859,1728,2195
ENSG00000140368.13,100,142,122
ENSG00000140374.16,8413,2969,3256
ENSG00000140379.9,33,197,170
ENSG00000140382.15,570,321,1136
ENSG00000140386.13,525,183,406
ENSG00000140391.15,2176,6701,13479
ENSG00000140395.9,1643,1477,3009
ENSG00000140396.13,2123,3281,1813
ENSG00000140398.14,1047,714,866
ENSG00000140400.17,1745,776,727
ENSG00000140403.12,2363,2105,4923
ENSG00000140406.4,1725,3806,6619
ENSG00000140416.23,21843,4928,15790
ENSG00000140443.15,2490,4374,9673
ENSG00000140450.9,1263,829,715
ENSG00000140451.13,67,43,68
ENSG00000140455.17,1173,542,972
ENSG00000140459.18,41,51,97
ENSG00000140463.14,808,486,1475
ENSG00000140464.20,6686,2469,11471
ENSG00000140465.14,1,0,2
ENSG00000140470.15,391,161,236
ENSG00000140471.17,445,501,925
ENSG00000140474.14,2318,1558,3132
ENSG00000140478.15,0,0,0
ENSG00000140479.18,106,173,258
ENSG00000140481.15,1,5,32
ENSG00000140488.16,0,0,0
ENSG00000140497.16,6077,4435,7533
ENSG00000140505.7,0,0,0
ENSG00000140506.17,0,0,2
ENSG00000140511.12,846,728,715
ENSG00000140519.14,38,2,3
ENSG00000140521.17,2082,572,1100
ENSG00000140522.12,0,2,7
ENSG00000140525.19,710,546,1958
ENSG00000140526.18,2874,1328,7751
ENSG00000140527.15,27,183,248
ENSG00000140534.14,148,69,289
ENSG00000140538.16,650,15,31
ENSG00000140543.15,25,41,27
ENSG00000140545.15,6764,5761,8028
ENSG00000140548.10,1808,564,760
ENSG00000140553.18,3683,2510,5898
ENSG00000140557.12,74,7,156
ENSG00000140563.15,356,35,1131
ENSG00000140564.12,17677,3051,27806
ENSG00000140575.13,13654,6974,21348
ENSG00000140577.16,2442,1405,4415
ENSG00000140598.15,1105,637,1913
ENSG00000140600.17,3,0,4
ENSG00000140612.14,4529,4413,7572
ENSG00000140623.14,18,34,17
ENSG00000140632.17,4509,4619,5039
ENSG00000140650.12,873,282,512
ENSG00000140675.13,9,6,3
ENSG00000140678.17,1192,973,645
ENSG00000140682.19,2980,1823,2668
ENSG00000140688.17,1809,1745,1821
ENSG00000140691.18,972,773,594
ENSG00000140694.17,2389,5253,5965
ENSG00000140718.21,2642,2046,3437
ENSG00000140740.11,7785,6215,8272
ENSG00000140743.8,2716,2206,3140
ENSG00000140749.9,572,1326,318
ENSG00000140750.17,2939,2469,4492
ENSG00000140795.13,61,7,13
ENSG00000140798.16,1610,68,136
ENSG00000140807.7,408,128,330
ENSG00000140829.12,1581,1972,1147
ENSG00000140830.9,269,516,517
ENSG00000140832.10,676,2919,982
ENSG00000140835.10,3,4,19
ENSG00000140836.17,966,2920,1236
ENSG00000140839.11,26,3,47
ENSG00000140848.17,1334,3484,988
ENSG00000140853.16,1049,914,2188
ENSG00000140854.13,1040,1272,911
ENSG00000140859.16,1058,656,679
ENSG00000140873.16,15,1285,0
ENSG00000140876.11,21,73,16
ENSG00000140905.11,22,120,18
ENSG00000140931.20,4123,4413,5013
ENSG00000140932.10,3,8,3
ENSG00000140937.14,8807,8502,11199
ENSG00000140939.14,745,2692,4002
ENSG00000140941.14,3496,5266,5111
ENSG00000140943.17,5413,7250,5575
ENSG00000140945.17,539,433,472
ENSG00000140948.13,1812,2151,1571
ENSG00000140950.16,854,3518,1196
ENSG00000140955.11,3,0,0
ENSG00000140961.14,398,206,454
ENSG00000140968.11,608,318,177
ENSG00000140983.14,4058,3048,3610
ENSG00000140986.8,7,51,14
ENSG00000140987.20,641,767,1259
ENSG00000140988.16,56924,73592,135635
ENSG00000140990.15,4094,7639,8591
ENSG00000140992.19,1590,1513,1512
ENSG00000140993.11,75,33,51
ENSG00000140995.17,1200,1897,969
ENSG00000141002.20,3816,3425,3150
ENSG00000141012.13,2242,1387,2635
ENSG00000141013.17,364,1461,534
ENSG00000141026.6,528,954,773
ENSG00000141027.21,3385,4589,4330
ENSG00000141028.6,12,0,5
ENSG00000141030.13,1449,2064,3009
ENSG00000141034.10,370,684,553
ENSG00000141040.15,164,75,474
ENSG00000141052.18,12,7,54
ENSG00000141068.14,275,205,266
ENSG00000141076.18,1105,2404,2326
ENSG00000141084.11,1073,1688,1601
ENSG00000141086.18,0,0,0
ENSG00000141096.6,2,1,0
ENSG00000141098.13,1589,1944,1358
ENSG00000141101.13,725,1145,1187
ENSG00000141127.15,499,1362,1010
ENSG00000141161.12,2,10,0
ENSG00000141179.14,1469,183,1036
ENSG00000141194.6,2,0,0
ENSG00000141198.16,1418,568,2134
ENSG00000141200.8,0,0,0
ENSG00000141219.15,725,416,1033
ENSG00000141232.5,4802,13631,9479
ENSG00000141252.20,1461,2224,1665
ENSG00000141255.13,1,1,10
ENSG00000141258.13,2792,4214,1197
ENSG00000141279.17,2020,2256,3601
ENSG00000141293.16,69,56,686
ENSG00000141294.10,177,828,623
ENSG00000141295.14,1681,3433,892
ENSG00000141298.19,786,5262,1521
ENSG00000141314.13,51,321,40
ENSG00000141316.13,0,1,2
ENSG00000141337.12,402,328,380
ENSG00000141338.14,271,160,43
ENSG00000141349.8,3233,9569,4870
ENSG00000141367.12,24948,34119,37403
ENSG00000141371.13,4,2,5
ENSG00000141376.23,867,600,1153
ENSG00000141378.15,1243,3039,2897
ENSG00000141380.14,2301,7552,3975
ENSG00000141384.13,131,100,164
ENSG00000141385.10,1195,1002,1116
ENSG00000141391.14,44,127,87
ENSG00000141401.12,1522,1661,535
ENSG00000141404.17,193,133,78
ENSG00000141424.13,6099,23592,8060
ENSG00000141425.18,1410,3796,2116
ENSG00000141428.17,270,889,639
ENSG00000141429.13,4895,11020,7086
ENSG00000141431.12,23,10,0
ENSG00000141433.13,11,23,15
ENSG00000141434.12,2,1,2
ENSG00000141437.10,3,2,0
ENSG00000141441.16,398,647,566
ENSG00000141446.11,744,1125,1130
ENSG00000141447.18,1221,1413,2007
ENSG00000141448.11,244,664,333
ENSG00000141449.15,17,98,661
ENSG00000141452.10,414,1010,671
ENSG00000141456.16,2447,8057,4217
ENSG00000141458.13,2288,1625,1797
ENSG00000141469.18,80,79,41
ENSG00000141480.18,1192,4021,1435
ENSG00000141485.17,2,6,4
ENSG00000141497.14,146,160,110
ENSG00000141499.17,361,803,598
ENSG00000141503.17,3426,2312,1948
ENSG00000141504.12,1111,2431,1715
ENSG00000141505.12,35,50,40
ENSG00000141506.14,679,405,202
ENSG00000141510.18,3329,6961,8026
ENSG00000141519.15,405,2168,871
ENSG00000141522.12,7670,9276,13319
ENSG00000141524.17,9205,5963,1758
ENSG00000141526.17,1021,1979,4485
ENSG00000141527.18,1741,679,334
ENSG00000141540.11,352,193,110
ENSG00000141542.11,688,1568,1011
ENSG00000141543.12,4694,4232,9623
ENSG00000141551.14,7823,5751,8323
ENSG00000141552.18,3896,9613,6487
ENSG00000141556.21,4104,6671,4449
ENSG00000141560.15,999,2924,2378
ENSG00000141562.18,1876,2143,3115
ENSG00000141564.15,2067,2052,1152
ENSG00000141568.21,3541,2773,5394
ENSG00000141569.12,889,661,881
ENSG00000141570.11,352,805,563
ENSG00000141574.8,666,258,11167
ENSG00000141576.16,31,52,26
ENSG00000141577.14,732,968,560
ENSG00000141579.7,546,538,300
ENSG00000141580.16,5591,4452,5467
ENSG00000141582.15,1801,2464,1951
ENSG00000141622.14,85,148,92
ENSG00000141627.14,1324,2160,1928
ENSG00000141639.12,26,0,15
ENSG00000141642.9,120,70,117
ENSG00000141644.17,1691,2189,1503
ENSG00000141646.14,1342,2806,1530
ENSG00000141655.17,384,106,260
ENSG00000141664.10,823,1255,2430
ENSG00000141665.13,27,50,274
ENSG00000141668.10,0,0,228
ENSG00000141682.12,50,58,516
ENSG00000141696.13,1307,3027,2894
ENSG00000141698.17,427,1442,1424
ENSG00000141699.11,2867,10348,4573
ENSG00000141736.14,34530,409479,90541
ENSG00000141738.14,1684,21948,7948
ENSG00000141741.12,1492,34373,24020
ENSG00000141744.4,4031,17169,280
ENSG00000141748.13,1,0,1
ENSG00000141750.7,19040,6,24777
ENSG00000141753.7,21356,76526,67819
ENSG00000141756.19,4815,14408,16022
ENSG00000141759.15,2529,4476,6639
ENSG00000141837.21,75,342,222
ENSG00000141854.9,738,2217,887
ENSG00000141858.12,2202,11771,9043
ENSG00000141867.18,6555,4571,8224
ENSG00000141873.11,1308,681,1487
ENSG00000141905.19,13381,8709,22143
ENSG00000141933.9,284,15,144
ENSG00000141934.10,7000,5124,10254
ENSG00000141946.1,0,0,0
ENSG00000141956.14,411,629,535
ENSG00000141959.17,11348,9622,17839
ENSG00000141965.5,120,89,25
ENSG00000141968.8,267,365,242
ENSG00000141971.13,1708,1905,2792
ENSG00000141977.9,2,121,76
ENSG00000141979.4,0,0,0
ENSG00000141985.9,6146,5464,8853
ENSG00000141994.16,968,381,580
ENSG00000142002.17,3250,5000,3167
ENSG00000142025.16,70,0,68
ENSG00000142039.4,2925,1775,4788
ENSG00000142046.15,114,101,136
ENSG00000142065.14,283,500,729
ENSG00000142082.15,1100,1467,1671
ENSG00000142089.16,11291,25462,233700
ENSG00000142102.16,662,817,4308
ENSG00000142149.9,242,191,418
ENSG00000142156.15,60773,28491,86169
ENSG00000142163.8,0,0,0
ENSG00000142166.13,4797,5046,6950
ENSG00000142168.15,10519,23926,31179
ENSG00000142173.16,79618,35516,89343
ENSG00000142178.9,149,429,0
ENSG00000142182.9,0,0,0
ENSG00000142185.16,1376,1616,530
ENSG00000142186.17,5743,4558,5589
ENSG00000142188.17,2146,2187,2762
ENSG00000142192.21,43835,103083,70265
ENSG00000142197.12,4957,6502,5639
ENSG00000142207.7,3757,1723,2613
ENSG00000142208.17,9716,8788,8772
ENSG00000142224.17,1,15,44
ENSG00000142227.11,971,2209,1991
ENSG00000142230.13,4585,4290,7737
ENSG00000142233.14,10,18,42
ENSG00000142235.12,2127,974,603
ENSG00000142252.11,36,38,14
ENSG00000142273.13,1425,1434,1440
ENSG00000142279.13,468,706,1101
ENSG00000142303.14,532,333,205
ENSG00000142319.18,4,3,196
ENSG00000142327.13,6383,4677,3127
ENSG00000142330.20,820,1454,422
ENSG00000142347.19,1086,1150,554
ENSG00000142396.10,706,146,262
ENSG00000142405.22,37,43,16
ENSG00000142408.6,20,38,9
ENSG00000142409.6,2036,1931,2588
ENSG00000142444.7,842,1135,880
ENSG00000142449.13,15,62,21
ENSG00000142453.12,2245,1790,3522
ENSG00000142459.8,1437,889,1471
ENSG00000142484.7,0,23,1
ENSG00000142494.13,71,52,111
ENSG00000142507.10,2712,7632,5239
ENSG00000142511.4,0,0,0
ENSG00000142512.15,282,262,171
ENSG00000142513.6,7,66,2
ENSG00000142515.15,34,3,12
ENSG00000142528.16,390,589,936
ENSG00000142530.11,117,237,446
ENSG00000142534.7,46453,95621,107354
ENSG00000142538.2,0,0,1
ENSG00000142539.9,0,0,0
ENSG00000142541.18,70990,86290,122971
ENSG00000142544.7,164,128,261
ENSG00000142546.14,1960,3097,3415
ENSG00000142549.9,1,3,1
ENSG00000142552.8,3098,3817,6036
ENSG00000142556.19,651,459,643
ENSG00000142583.18,162,87,456
ENSG00000142599.19,12136,4972,9028
ENSG00000142606.16,50,212,449
ENSG00000142609.18,42,62,98
ENSG00000142611.17,62,82,17
ENSG00000142615.8,3,2,1
ENSG00000142619.4,18,4,152
ENSG00000142621.19,113,131,180
ENSG00000142623.11,20,4,31
ENSG00000142627.13,1086,1498,1048
ENSG00000142632.17,734,1342,1683
ENSG00000142634.13,3260,6557,3510
ENSG00000142655.13,2800,1447,1954
ENSG00000142657.21,6303,8264,14437
ENSG00000142661.19,132,135,48
ENSG00000142669.15,6025,13156,14162
ENSG00000142675.18,1338,2098,3108
ENSG00000142676.14,29756,41139,82237
ENSG00000142677.4,9,72,17
ENSG00000142684.9,0,0,0
ENSG00000142686.8,1245,699,1726
ENSG00000142687.18,5299,3943,7766
ENSG00000142694.6,0,0,0
ENSG00000142698.15,1,0,7
ENSG00000142700.12,1,5,6
ENSG00000142731.11,159,226,407
ENSG00000142733.17,5559,1600,3586
ENSG00000142748.13,139,240,204
ENSG00000142751.15,1476,1122,1954
ENSG00000142765.18,486,2049,2171
ENSG00000142784.16,4513,3088,5950
ENSG00000142789.20,0,0,0
ENSG00000142794.19,618,472,501
ENSG00000142798.20,26252,12686,5805
ENSG00000142856.17,260,824,1376
ENSG00000142864.15,10670,10644,16775
ENSG00000142867.14,1023,1316,1351
ENSG00000142871.18,13042,20977,11721
ENSG00000142875.19,2789,2463,1669
ENSG00000142892.15,1395,1647,2139
ENSG00000142910.16,1162,1957,1752
ENSG00000142920.17,506,553,493
ENSG00000142937.12,45022,44773,87080
ENSG00000142945.13,392,397,1776
ENSG00000142949.17,42845,11213,40747
ENSG00000142959.5,31,39,68
ENSG00000142961.15,606,592,996
ENSG00000142973.14,148,210,13682
ENSG00000143001.5,324,15,31
ENSG00000143006.7,0,1,1
ENSG00000143013.13,1618,1732,15272
ENSG00000143028.9,91,67,40
ENSG00000143032.8,0,0,0
ENSG00000143033.18,850,1739,1440
ENSG00000143036.17,2295,582,921
ENSG00000143061.18,3445,4002,4360
ENSG00000143067.5,401,340,489
ENSG00000143079.15,1574,1359,2473
ENSG00000143093.15,1497,802,1372
ENSG00000143105.7,0,0,0
ENSG00000143106.13,4233,4640,11044
ENSG00000143107.10,0,1,6
ENSG00000143110.12,356,807,492
ENSG00000143119.14,1523,1460,1295
ENSG00000143125.6,1,5,3
ENSG00000143126.8,1321,6305,9179
ENSG00000143127.13,242,132,99
ENSG00000143147.14,680,574,1298
ENSG00000143149.12,4694,4905,13235
ENSG00000143153.13,1619,7978,27858
ENSG00000143155.13,1686,3486,6054
ENSG00000143156.14,262,331,1278
ENSG00000143157.12,2937,9260,14536
ENSG00000143158.11,6503,4879,6017
ENSG00000143162.9,4389,4277,8241
ENSG00000143164.15,5967,4174,9449
ENSG00000143167.12,11,2,9
ENSG00000143171.13,1,6,29
ENSG00000143178.13,84,78,313
ENSG00000143179.16,1474,2689,3427
ENSG00000143183.18,5123,10567,11899
ENSG00000143184.5,5,19,57
ENSG00000143185.4,3,9,37
ENSG00000143190.23,770,2031,5553
ENSG00000143194.13,5406,13,20
ENSG00000143195.13,165,48,139
ENSG00000143196.5,292,1242,383
ENSG00000143198.13,1873,8088,30050
ENSG00000143199.18,37,6,57
ENSG00000143207.21,2002,3134,6348
ENSG00000143217.9,4382,7965,8031
ENSG00000143222.12,4757,7173,16674
ENSG00000143224.18,959,1527,1816
ENSG00000143226.15,1135,1765,780
ENSG00000143228.13,105,642,1666
ENSG00000143248.13,11603,10608,9541
ENSG00000143252.16,2574,4218,7141
ENSG00000143256.5,1464,6498,7021
ENSG00000143257.12,31,13,51
ENSG00000143258.16,1007,2395,4151
ENSG00000143278.5,0,0,4
ENSG00000143294.15,3213,4298,9586
ENSG00000143297.19,109,0,129
ENSG00000143303.12,1093,3726,3285
ENSG00000143314.12,3033,12728,14155
ENSG00000143315.8,1468,3237,3262
ENSG00000143318.13,28,48,38
ENSG00000143319.17,2016,2929,5514
ENSG00000143320.9,566,143992,50639
ENSG00000143321.19,11530,23130,44570
ENSG00000143322.21,1857,2134,3215
ENSG00000143324.14,1670,3194,3371
ENSG00000143333.7,782,6691,1692
ENSG00000143337.19,2183,3908,4872
ENSG00000143340.6,4,0,11
ENSG00000143341.12,2215,1061,1267
ENSG00000143344.16,1249,514,1293
ENSG00000143353.12,616,2001,2729
ENSG00000143355.16,0,1,3
ENSG00000143363.17,1144,3609,5359
ENSG00000143365.19,1708,3757,5832
ENSG00000143367.16,1380,2993,5417
ENSG00000143368.10,3710,16449,21188
ENSG00000143369.15,3101,4424,9795
ENSG00000143373.18,2216,2705,4478
ENSG00000143374.17,1646,5154,4440
ENSG00000143375.15,805,1692,2146
ENSG00000143376.14,1101,5125,5505
